IndividualRate,PlanId_2015,FIPSCode,RatingAreaId
274.34,16842FL0070120,12001,Rating Area 1
310.73,16842FL0070120,12003,Rating Area 2
304.71,16842FL0070120,12005,Rating Area 3
249.66,16842FL0070120,12007,Rating Area 4
310.09,16842FL0070120,12009,Rating Area 5
356.61,16842FL0070120,12011,Rating Area 6
278.77,16842FL0070120,12013,Rating Area 7
281.3,16842FL0070120,12015,Rating Area 8
249.34,16842FL0070120,12017,Rating Area 9
311.99,16842FL0070120,12019,Rating Area 10
287.94,16842FL0070120,12021,Rating Area 11
289.21,16842FL0070120,12023,Rating Area 12
281.93,16842FL0070120,12029,Rating Area 14
311.67,16842FL0070120,12031,Rating Area 15
300.6,16842FL0070120,12033,Rating Area 16
321.17,16842FL0070120,12035,Rating Area 17
280.98,16842FL0070120,12037,Rating Area 18
317.69,16842FL0070120,12039,Rating Area 19
274.34,16842FL0070120,12041,Rating Area 20
295.22,16842FL0070120,12043,Rating Area 21
279.72,16842FL0070120,12045,Rating Area 22
270.86,16842FL0070120,12047,Rating Area 23
318.95,16842FL0070120,12049,Rating Area 24
298.7,16842FL0070120,12051,Rating Area 25
293.01,16842FL0070120,12053,Rating Area 26
309.78,16842FL0070120,12055,Rating Area 27
306.61,16842FL0070120,12057,Rating Area 28
264.21,16842FL0070120,12059,Rating Area 29
288.89,16842FL0070120,12061,Rating Area 30
266.11,16842FL0070120,12063,Rating Area 31
314.21,16842FL0070120,12065,Rating Area 32
293.96,16842FL0070120,12067,Rating Area 33
293.01,16842FL0070120,12069,Rating Area 34
324.33,16842FL0070120,12071,Rating Area 35
284.15,16842FL0070120,12073,Rating Area 36
274.34,16842FL0070120,12075,Rating Area 37
301.23,16842FL0070120,12077,Rating Area 38
280.67,16842FL0070120,12079,Rating Area 39
289.21,16842FL0070120,12081,Rating Area 40
276.55,16842FL0070120,12083,Rating Area 41
300.6,16842FL0070120,12085,Rating Area 42
367.36,16842FL0070120,12086,Rating Area 43
401.54,16842FL0070120,12087,Rating Area 44
329.71,16842FL0070120,12089,Rating Area 45
297.75,16842FL0070120,12091,Rating Area 46
321.17,16842FL0070120,12093,Rating Area 47
326.23,16842FL0070120,12095,Rating Area 48
325.91,16842FL0070120,12097,Rating Area 49
336.04,16842FL0070120,12099,Rating Area 50
314.52,16842FL0070120,12101,Rating Area 51
314.84,16842FL0070120,12103,Rating Area 52
359.14,16842FL0070120,12105,Rating Area 53
313.26,16842FL0070120,12107,Rating Area 54
336.67,16842FL0070120,12109,Rating Area 58
294.27,16842FL0070120,12111,Rating Area 59
301.55,16842FL0070120,12113,Rating Area 55
280.35,16842FL0070120,12115,Rating Area 56
337.62,16842FL0070120,12117,Rating Area 57
277.5,16842FL0070120,12119,Rating Area 60
285.41,16842FL0070120,12121,Rating Area 61
279.4,16842FL0070120,12123,Rating Area 62
281.93,16842FL0070120,12125,Rating Area 63
291.11,16842FL0070120,12127,Rating Area 64
310.41,16842FL0070120,12129,Rating Area 65
298.07,16842FL0070120,12131,Rating Area 66
280.98,16842FL0070120,12133,Rating Area 67
256.04,16842FL0070073,12001,Rating Area 1
290.01,16842FL0070073,12003,Rating Area 2
284.4,16842FL0070073,12005,Rating Area 3
233.01,16842FL0070073,12007,Rating Area 4
289.42,16842FL0070073,12009,Rating Area 5
332.83,16842FL0070073,12011,Rating Area 6
260.18,16842FL0070073,12013,Rating Area 7
262.54,16842FL0070073,12015,Rating Area 8
232.71,16842FL0070073,12017,Rating Area 9
291.19,16842FL0070073,12019,Rating Area 10
268.74,16842FL0070073,12021,Rating Area 11
269.92,16842FL0070073,12023,Rating Area 12
263.13,16842FL0070073,12029,Rating Area 14
290.89,16842FL0070073,12031,Rating Area 15
280.56,16842FL0070073,12033,Rating Area 16
299.75,16842FL0070073,12035,Rating Area 17
262.25,16842FL0070073,12037,Rating Area 18
296.5,16842FL0070073,12039,Rating Area 19
256.04,16842FL0070073,12041,Rating Area 20
275.54,16842FL0070073,12043,Rating Area 21
261.06,16842FL0070073,12045,Rating Area 22
252.8,16842FL0070073,12047,Rating Area 23
297.68,16842FL0070073,12049,Rating Area 24
278.78,16842FL0070073,12051,Rating Area 25
273.47,16842FL0070073,12053,Rating Area 26
289.12,16842FL0070073,12055,Rating Area 27
286.17,16842FL0070073,12057,Rating Area 28
246.59,16842FL0070073,12059,Rating Area 29
269.63,16842FL0070073,12061,Rating Area 30
248.37,16842FL0070073,12063,Rating Area 31
293.25,16842FL0070073,12065,Rating Area 32
274.35,16842FL0070073,12067,Rating Area 33
273.47,16842FL0070073,12069,Rating Area 34
302.71,16842FL0070073,12071,Rating Area 35
265.2,16842FL0070073,12073,Rating Area 36
256.04,16842FL0070073,12075,Rating Area 37
281.15,16842FL0070073,12077,Rating Area 38
261.95,16842FL0070073,12079,Rating Area 39
269.92,16842FL0070073,12081,Rating Area 40
258.11,16842FL0070073,12083,Rating Area 41
280.56,16842FL0070073,12085,Rating Area 42
342.87,16842FL0070073,12086,Rating Area 43
374.76,16842FL0070073,12087,Rating Area 44
307.73,16842FL0070073,12089,Rating Area 45
277.9,16842FL0070073,12091,Rating Area 46
299.75,16842FL0070073,12093,Rating Area 47
304.48,16842FL0070073,12095,Rating Area 48
304.18,16842FL0070073,12097,Rating Area 49
313.63,16842FL0070073,12099,Rating Area 50
293.55,16842FL0070073,12101,Rating Area 51
293.85,16842FL0070073,12103,Rating Area 52
335.19,16842FL0070073,12105,Rating Area 53
292.37,16842FL0070073,12107,Rating Area 54
314.22,16842FL0070073,12109,Rating Area 58
274.65,16842FL0070073,12111,Rating Area 59
281.44,16842FL0070073,12113,Rating Area 55
261.66,16842FL0070073,12115,Rating Area 56
315.11,16842FL0070073,12117,Rating Area 57
259,16842FL0070073,12119,Rating Area 60
266.38,16842FL0070073,12121,Rating Area 61
260.77,16842FL0070073,12123,Rating Area 62
263.13,16842FL0070073,12125,Rating Area 63
271.7,16842FL0070073,12127,Rating Area 64
289.71,16842FL0070073,12129,Rating Area 65
278.19,16842FL0070073,12131,Rating Area 66
262.25,16842FL0070073,12133,Rating Area 67
282.85,16842FL0070120,12001,Rating Area 1
320.36,16842FL0070120,12003,Rating Area 2
314.17,16842FL0070120,12005,Rating Area 3
257.4,16842FL0070120,12007,Rating Area 4
319.71,16842FL0070120,12009,Rating Area 5
367.67,16842FL0070120,12011,Rating Area 6
287.41,16842FL0070120,12013,Rating Area 7
290.02,16842FL0070120,12015,Rating Area 8
257.07,16842FL0070120,12017,Rating Area 9
321.67,16842FL0070120,12019,Rating Area 10
296.88,16842FL0070120,12021,Rating Area 11
298.18,16842FL0070120,12023,Rating Area 12
290.68,16842FL0070120,12029,Rating Area 14
321.34,16842FL0070120,12031,Rating Area 15
309.93,16842FL0070120,12033,Rating Area 16
331.13,16842FL0070120,12035,Rating Area 17
289.7,16842FL0070120,12037,Rating Area 18
327.54,16842FL0070120,12039,Rating Area 19
282.85,16842FL0070120,12041,Rating Area 20
304.38,16842FL0070120,12043,Rating Area 21
288.39,16842FL0070120,12045,Rating Area 22
279.26,16842FL0070120,12047,Rating Area 23
328.85,16842FL0070120,12049,Rating Area 24
307.97,16842FL0070120,12051,Rating Area 25
302.1,16842FL0070120,12053,Rating Area 26
319.39,16842FL0070120,12055,Rating Area 27
316.12,16842FL0070120,12057,Rating Area 28
272.41,16842FL0070120,12059,Rating Area 29
297.85,16842FL0070120,12061,Rating Area 30
274.37,16842FL0070120,12063,Rating Area 31
323.95,16842FL0070120,12065,Rating Area 32
303.07,16842FL0070120,12067,Rating Area 33
302.1,16842FL0070120,12069,Rating Area 34
334.39,16842FL0070120,12071,Rating Area 35
292.96,16842FL0070120,12073,Rating Area 36
282.85,16842FL0070120,12075,Rating Area 37
310.58,16842FL0070120,12077,Rating Area 38
289.37,16842FL0070120,12079,Rating Area 39
298.18,16842FL0070120,12081,Rating Area 40
285.13,16842FL0070120,12083,Rating Area 41
309.93,16842FL0070120,12085,Rating Area 42
378.76,16842FL0070120,12086,Rating Area 43
413.99,16842FL0070120,12087,Rating Area 44
339.94,16842FL0070120,12089,Rating Area 45
306.99,16842FL0070120,12091,Rating Area 46
331.13,16842FL0070120,12093,Rating Area 47
336.35,16842FL0070120,12095,Rating Area 48
336.02,16842FL0070120,12097,Rating Area 49
346.46,16842FL0070120,12099,Rating Area 50
324.28,16842FL0070120,12101,Rating Area 51
324.61,16842FL0070120,12103,Rating Area 52
370.28,16842FL0070120,12105,Rating Area 53
322.97,16842FL0070120,12107,Rating Area 54
347.12,16842FL0070120,12109,Rating Area 58
303.4,16842FL0070120,12111,Rating Area 59
310.9,16842FL0070120,12113,Rating Area 55
289.05,16842FL0070120,12115,Rating Area 56
348.1,16842FL0070120,12117,Rating Area 57
286.11,16842FL0070120,12119,Rating Area 60
294.27,16842FL0070120,12121,Rating Area 61
288.07,16842FL0070120,12123,Rating Area 62
290.68,16842FL0070120,12125,Rating Area 63
300.14,16842FL0070120,12127,Rating Area 64
320.04,16842FL0070120,12129,Rating Area 65
307.32,16842FL0070120,12131,Rating Area 66
289.7,16842FL0070120,12133,Rating Area 67
263.97,16842FL0070073,12001,Rating Area 1
298.99,16842FL0070073,12003,Rating Area 2
293.2,16842FL0070073,12005,Rating Area 3
240.23,16842FL0070073,12007,Rating Area 4
298.38,16842FL0070073,12009,Rating Area 5
343.14,16842FL0070073,12011,Rating Area 6
268.24,16842FL0070073,12013,Rating Area 7
270.67,16842FL0070073,12015,Rating Area 8
239.92,16842FL0070073,12017,Rating Area 9
300.21,16842FL0070073,12019,Rating Area 10
277.07,16842FL0070073,12021,Rating Area 11
278.28,16842FL0070073,12023,Rating Area 12
271.28,16842FL0070073,12029,Rating Area 14
299.9,16842FL0070073,12031,Rating Area 15
289.25,16842FL0070073,12033,Rating Area 16
309.04,16842FL0070073,12035,Rating Area 17
270.37,16842FL0070073,12037,Rating Area 18
305.69,16842FL0070073,12039,Rating Area 19
263.97,16842FL0070073,12041,Rating Area 20
284.07,16842FL0070073,12043,Rating Area 21
269.15,16842FL0070073,12045,Rating Area 22
260.63,16842FL0070073,12047,Rating Area 23
306.91,16842FL0070073,12049,Rating Area 24
287.42,16842FL0070073,12051,Rating Area 25
281.94,16842FL0070073,12053,Rating Area 26
298.08,16842FL0070073,12055,Rating Area 27
295.03,16842FL0070073,12057,Rating Area 28
254.23,16842FL0070073,12059,Rating Area 29
277.98,16842FL0070073,12061,Rating Area 30
256.06,16842FL0070073,12063,Rating Area 31
302.34,16842FL0070073,12065,Rating Area 32
282.85,16842FL0070073,12067,Rating Area 33
281.94,16842FL0070073,12069,Rating Area 34
312.08,16842FL0070073,12071,Rating Area 35
273.41,16842FL0070073,12073,Rating Area 36
263.97,16842FL0070073,12075,Rating Area 37
289.85,16842FL0070073,12077,Rating Area 38
270.06,16842FL0070073,12079,Rating Area 39
278.28,16842FL0070073,12081,Rating Area 40
266.11,16842FL0070073,12083,Rating Area 41
289.25,16842FL0070073,12085,Rating Area 42
353.49,16842FL0070073,12086,Rating Area 43
386.37,16842FL0070073,12087,Rating Area 44
317.26,16842FL0070073,12089,Rating Area 45
286.51,16842FL0070073,12091,Rating Area 46
309.04,16842FL0070073,12093,Rating Area 47
313.91,16842FL0070073,12095,Rating Area 48
313.6,16842FL0070073,12097,Rating Area 49
323.35,16842FL0070073,12099,Rating Area 50
302.64,16842FL0070073,12101,Rating Area 51
302.95,16842FL0070073,12103,Rating Area 52
345.57,16842FL0070073,12105,Rating Area 53
301.42,16842FL0070073,12107,Rating Area 54
323.96,16842FL0070073,12109,Rating Area 58
283.16,16842FL0070073,12111,Rating Area 59
290.16,16842FL0070073,12113,Rating Area 55
269.76,16842FL0070073,12115,Rating Area 56
324.87,16842FL0070073,12117,Rating Area 57
267.02,16842FL0070073,12119,Rating Area 60
274.63,16842FL0070073,12121,Rating Area 61
268.85,16842FL0070073,12123,Rating Area 62
271.28,16842FL0070073,12125,Rating Area 63
280.11,16842FL0070073,12127,Rating Area 64
298.68,16842FL0070073,12129,Rating Area 65
286.81,16842FL0070073,12131,Rating Area 66
270.37,16842FL0070073,12133,Rating Area 67
258.78,16842FL0070120,12001,Rating Area 1
293.1,16842FL0070120,12003,Rating Area 2
287.43,16842FL0070120,12005,Rating Area 3
235.49,16842FL0070120,12007,Rating Area 4
292.5,16842FL0070120,12009,Rating Area 5
336.38,16842FL0070120,12011,Rating Area 6
262.95,16842FL0070120,12013,Rating Area 7
265.34,16842FL0070120,12015,Rating Area 8
235.2,16842FL0070120,12017,Rating Area 9
294.29,16842FL0070120,12019,Rating Area 10
271.61,16842FL0070120,12021,Rating Area 11
272.8,16842FL0070120,12023,Rating Area 12
265.94,16842FL0070120,12029,Rating Area 14
293.99,16842FL0070120,12031,Rating Area 15
283.55,16842FL0070120,12033,Rating Area 16
302.95,16842FL0070120,12035,Rating Area 17
265.04,16842FL0070120,12037,Rating Area 18
299.67,16842FL0070120,12039,Rating Area 19
258.78,16842FL0070120,12041,Rating Area 20
278.47,16842FL0070120,12043,Rating Area 21
263.85,16842FL0070120,12045,Rating Area 22
255.49,16842FL0070120,12047,Rating Area 23
300.86,16842FL0070120,12049,Rating Area 24
281.76,16842FL0070120,12051,Rating Area 25
276.38,16842FL0070120,12053,Rating Area 26
292.2,16842FL0070120,12055,Rating Area 27
289.22,16842FL0070120,12057,Rating Area 28
249.22,16842FL0070120,12059,Rating Area 29
272.5,16842FL0070120,12061,Rating Area 30
251.01,16842FL0070120,12063,Rating Area 31
296.38,16842FL0070120,12065,Rating Area 32
277.28,16842FL0070120,12067,Rating Area 33
276.38,16842FL0070120,12069,Rating Area 34
305.93,16842FL0070120,12071,Rating Area 35
268.03,16842FL0070120,12073,Rating Area 36
258.78,16842FL0070120,12075,Rating Area 37
284.15,16842FL0070120,12077,Rating Area 38
264.74,16842FL0070120,12079,Rating Area 39
272.8,16842FL0070120,12081,Rating Area 40
260.86,16842FL0070120,12083,Rating Area 41
283.55,16842FL0070120,12085,Rating Area 42
346.53,16842FL0070120,12086,Rating Area 43
378.76,16842FL0070120,12087,Rating Area 44
311.01,16842FL0070120,12089,Rating Area 45
280.86,16842FL0070120,12091,Rating Area 46
302.95,16842FL0070120,12093,Rating Area 47
307.72,16842FL0070120,12095,Rating Area 48
307.43,16842FL0070120,12097,Rating Area 49
316.98,16842FL0070120,12099,Rating Area 50
296.68,16842FL0070120,12101,Rating Area 51
296.98,16842FL0070120,12103,Rating Area 52
338.77,16842FL0070120,12105,Rating Area 53
295.49,16842FL0070120,12107,Rating Area 54
317.57,16842FL0070120,12109,Rating Area 58
277.58,16842FL0070120,12111,Rating Area 59
284.44,16842FL0070120,12113,Rating Area 55
264.45,16842FL0070120,12115,Rating Area 56
318.47,16842FL0070120,12117,Rating Area 57
261.76,16842FL0070120,12119,Rating Area 60
269.22,16842FL0070120,12121,Rating Area 61
263.55,16842FL0070120,12123,Rating Area 62
265.94,16842FL0070120,12125,Rating Area 63
274.59,16842FL0070120,12127,Rating Area 64
292.8,16842FL0070120,12129,Rating Area 65
281.16,16842FL0070120,12131,Rating Area 66
265.04,16842FL0070120,12133,Rating Area 67
238.37,16842FL0070114,12001,Rating Area 1
269.99,16842FL0070114,12003,Rating Area 2
264.76,16842FL0070114,12005,Rating Area 3
216.92,16842FL0070114,12007,Rating Area 4
269.44,16842FL0070114,12009,Rating Area 5
309.85,16842FL0070114,12011,Rating Area 6
242.22,16842FL0070114,12013,Rating Area 7
244.42,16842FL0070114,12015,Rating Area 8
216.65,16842FL0070114,12017,Rating Area 9
271.09,16842FL0070114,12019,Rating Area 10
250.19,16842FL0070114,12021,Rating Area 11
251.29,16842FL0070114,12023,Rating Area 12
244.97,16842FL0070114,12029,Rating Area 14
270.81,16842FL0070114,12031,Rating Area 15
261.19,16842FL0070114,12033,Rating Area 16
279.06,16842FL0070114,12035,Rating Area 17
244.14,16842FL0070114,12037,Rating Area 18
276.03,16842FL0070114,12039,Rating Area 19
238.37,16842FL0070114,12041,Rating Area 20
256.51,16842FL0070114,12043,Rating Area 21
243.04,16842FL0070114,12045,Rating Area 22
235.34,16842FL0070114,12047,Rating Area 23
277.13,16842FL0070114,12049,Rating Area 24
259.54,16842FL0070114,12051,Rating Area 25
254.59,16842FL0070114,12053,Rating Area 26
269.16,16842FL0070114,12055,Rating Area 27
266.41,16842FL0070114,12057,Rating Area 28
229.57,16842FL0070114,12059,Rating Area 29
251.02,16842FL0070114,12061,Rating Area 30
231.22,16842FL0070114,12063,Rating Area 31
273.01,16842FL0070114,12065,Rating Area 32
255.41,16842FL0070114,12067,Rating Area 33
254.59,16842FL0070114,12069,Rating Area 34
281.81,16842FL0070114,12071,Rating Area 35
246.89,16842FL0070114,12073,Rating Area 36
238.37,16842FL0070114,12075,Rating Area 37
261.74,16842FL0070114,12077,Rating Area 38
243.87,16842FL0070114,12079,Rating Area 39
251.29,16842FL0070114,12081,Rating Area 40
240.29,16842FL0070114,12083,Rating Area 41
261.19,16842FL0070114,12085,Rating Area 42
319.2,16842FL0070114,12086,Rating Area 43
348.89,16842FL0070114,12087,Rating Area 44
286.48,16842FL0070114,12089,Rating Area 45
258.71,16842FL0070114,12091,Rating Area 46
279.06,16842FL0070114,12093,Rating Area 47
283.46,16842FL0070114,12095,Rating Area 48
283.18,16842FL0070114,12097,Rating Area 49
291.98,16842FL0070114,12099,Rating Area 50
273.29,16842FL0070114,12101,Rating Area 51
273.56,16842FL0070114,12103,Rating Area 52
312.05,16842FL0070114,12105,Rating Area 53
272.19,16842FL0070114,12107,Rating Area 54
292.53,16842FL0070114,12109,Rating Area 58
255.69,16842FL0070114,12111,Rating Area 59
262.01,16842FL0070114,12113,Rating Area 55
243.59,16842FL0070114,12115,Rating Area 56
293.36,16842FL0070114,12117,Rating Area 57
241.12,16842FL0070114,12119,Rating Area 60
247.99,16842FL0070114,12121,Rating Area 61
242.77,16842FL0070114,12123,Rating Area 62
244.97,16842FL0070114,12125,Rating Area 63
252.94,16842FL0070114,12127,Rating Area 64
269.71,16842FL0070114,12129,Rating Area 65
258.99,16842FL0070114,12131,Rating Area 66
244.14,16842FL0070114,12133,Rating Area 67
198.17,16842FL0070084,12001,Rating Area 1
224.46,16842FL0070084,12003,Rating Area 2
220.12,16842FL0070084,12005,Rating Area 3
180.34,16842FL0070084,12007,Rating Area 4
224,16842FL0070084,12009,Rating Area 5
257.6,16842FL0070084,12011,Rating Area 6
201.37,16842FL0070084,12013,Rating Area 7
203.2,16842FL0070084,12015,Rating Area 8
180.12,16842FL0070084,12017,Rating Area 9
225.37,16842FL0070084,12019,Rating Area 10
208,16842FL0070084,12021,Rating Area 11
208.92,16842FL0070084,12023,Rating Area 12
203.66,16842FL0070084,12029,Rating Area 14
225.14,16842FL0070084,12031,Rating Area 15
217.14,16842FL0070084,12033,Rating Area 16
232,16842FL0070084,12035,Rating Area 17
202.97,16842FL0070084,12037,Rating Area 18
229.49,16842FL0070084,12039,Rating Area 19
198.17,16842FL0070084,12041,Rating Area 20
213.26,16842FL0070084,12043,Rating Area 21
202.06,16842FL0070084,12045,Rating Area 22
195.66,16842FL0070084,12047,Rating Area 23
230.4,16842FL0070084,12049,Rating Area 24
215.77,16842FL0070084,12051,Rating Area 25
211.66,16842FL0070084,12053,Rating Area 26
223.77,16842FL0070084,12055,Rating Area 27
221.49,16842FL0070084,12057,Rating Area 28
190.86,16842FL0070084,12059,Rating Area 29
208.69,16842FL0070084,12061,Rating Area 30
192.23,16842FL0070084,12063,Rating Area 31
226.97,16842FL0070084,12065,Rating Area 32
212.34,16842FL0070084,12067,Rating Area 33
211.66,16842FL0070084,12069,Rating Area 34
234.29,16842FL0070084,12071,Rating Area 35
205.26,16842FL0070084,12073,Rating Area 36
198.17,16842FL0070084,12075,Rating Area 37
217.6,16842FL0070084,12077,Rating Area 38
202.74,16842FL0070084,12079,Rating Area 39
208.92,16842FL0070084,12081,Rating Area 40
199.77,16842FL0070084,12083,Rating Area 41
217.14,16842FL0070084,12085,Rating Area 42
265.37,16842FL0070084,12086,Rating Area 43
290.06,16842FL0070084,12087,Rating Area 44
238.17,16842FL0070084,12089,Rating Area 45
215.09,16842FL0070084,12091,Rating Area 46
232,16842FL0070084,12093,Rating Area 47
235.66,16842FL0070084,12095,Rating Area 48
235.43,16842FL0070084,12097,Rating Area 49
242.74,16842FL0070084,12099,Rating Area 50
227.2,16842FL0070084,12101,Rating Area 51
227.43,16842FL0070084,12103,Rating Area 52
259.43,16842FL0070084,12105,Rating Area 53
226.29,16842FL0070084,12107,Rating Area 54
243.2,16842FL0070084,12109,Rating Area 58
212.57,16842FL0070084,12111,Rating Area 59
217.83,16842FL0070084,12113,Rating Area 55
202.52,16842FL0070084,12115,Rating Area 56
243.89,16842FL0070084,12117,Rating Area 57
200.46,16842FL0070084,12119,Rating Area 60
206.17,16842FL0070084,12121,Rating Area 61
201.83,16842FL0070084,12123,Rating Area 62
203.66,16842FL0070084,12125,Rating Area 63
210.29,16842FL0070084,12127,Rating Area 64
224.23,16842FL0070084,12129,Rating Area 65
215.32,16842FL0070084,12131,Rating Area 66
202.97,16842FL0070084,12133,Rating Area 67
208.45,16842FL0070084,12001,Rating Area 1
236.1,16842FL0070084,12003,Rating Area 2
231.53,16842FL0070084,12005,Rating Area 3
189.7,16842FL0070084,12007,Rating Area 4
235.62,16842FL0070084,12009,Rating Area 5
270.96,16842FL0070084,12011,Rating Area 6
211.82,16842FL0070084,12013,Rating Area 7
213.74,16842FL0070084,12015,Rating Area 8
189.46,16842FL0070084,12017,Rating Area 9
237.06,16842FL0070084,12019,Rating Area 10
218.79,16842FL0070084,12021,Rating Area 11
219.75,16842FL0070084,12023,Rating Area 12
214.22,16842FL0070084,12029,Rating Area 14
236.82,16842FL0070084,12031,Rating Area 15
228.41,16842FL0070084,12033,Rating Area 16
244.03,16842FL0070084,12035,Rating Area 17
213.5,16842FL0070084,12037,Rating Area 18
241.39,16842FL0070084,12039,Rating Area 19
208.45,16842FL0070084,12041,Rating Area 20
224.32,16842FL0070084,12043,Rating Area 21
212.54,16842FL0070084,12045,Rating Area 22
205.81,16842FL0070084,12047,Rating Area 23
242.35,16842FL0070084,12049,Rating Area 24
226.96,16842FL0070084,12051,Rating Area 25
222.64,16842FL0070084,12053,Rating Area 26
235.38,16842FL0070084,12055,Rating Area 27
232.97,16842FL0070084,12057,Rating Area 28
200.76,16842FL0070084,12059,Rating Area 29
219.51,16842FL0070084,12061,Rating Area 30
202.2,16842FL0070084,12063,Rating Area 31
238.74,16842FL0070084,12065,Rating Area 32
223.36,16842FL0070084,12067,Rating Area 33
222.64,16842FL0070084,12069,Rating Area 34
246.44,16842FL0070084,12071,Rating Area 35
215.9,16842FL0070084,12073,Rating Area 36
208.45,16842FL0070084,12075,Rating Area 37
228.89,16842FL0070084,12077,Rating Area 38
213.26,16842FL0070084,12079,Rating Area 39
219.75,16842FL0070084,12081,Rating Area 40
210.13,16842FL0070084,12083,Rating Area 41
228.41,16842FL0070084,12085,Rating Area 42
279.14,16842FL0070084,12086,Rating Area 43
305.1,16842FL0070084,12087,Rating Area 44
250.53,16842FL0070084,12089,Rating Area 45
226.24,16842FL0070084,12091,Rating Area 46
244.03,16842FL0070084,12093,Rating Area 47
247.88,16842FL0070084,12095,Rating Area 48
247.64,16842FL0070084,12097,Rating Area 49
255.33,16842FL0070084,12099,Rating Area 50
238.99,16842FL0070084,12101,Rating Area 51
239.23,16842FL0070084,12103,Rating Area 52
272.89,16842FL0070084,12105,Rating Area 53
238.02,16842FL0070084,12107,Rating Area 54
255.82,16842FL0070084,12109,Rating Area 58
223.6,16842FL0070084,12111,Rating Area 59
229.13,16842FL0070084,12113,Rating Area 55
213.02,16842FL0070084,12115,Rating Area 56
256.54,16842FL0070084,12117,Rating Area 57
210.86,16842FL0070084,12119,Rating Area 60
216.87,16842FL0070084,12121,Rating Area 61
212.3,16842FL0070084,12123,Rating Area 62
214.22,16842FL0070084,12125,Rating Area 63
221.19,16842FL0070084,12127,Rating Area 64
235.86,16842FL0070084,12129,Rating Area 65
226.48,16842FL0070084,12131,Rating Area 66
213.5,16842FL0070084,12133,Rating Area 67
266.8,16842FL0070120,12001,Rating Area 1
302.19,16842FL0070120,12003,Rating Area 2
296.34,16842FL0070120,12005,Rating Area 3
242.8,16842FL0070120,12007,Rating Area 4
301.57,16842FL0070120,12009,Rating Area 5
346.81,16842FL0070120,12011,Rating Area 6
271.11,16842FL0070120,12013,Rating Area 7
273.57,16842FL0070120,12015,Rating Area 8
242.49,16842FL0070120,12017,Rating Area 9
303.42,16842FL0070120,12019,Rating Area 10
280.03,16842FL0070120,12021,Rating Area 11
281.26,16842FL0070120,12023,Rating Area 12
274.18,16842FL0070120,12029,Rating Area 14
303.11,16842FL0070120,12031,Rating Area 15
292.34,16842FL0070120,12033,Rating Area 16
312.34,16842FL0070120,12035,Rating Area 17
273.26,16842FL0070120,12037,Rating Area 18
308.96,16842FL0070120,12039,Rating Area 19
266.8,16842FL0070120,12041,Rating Area 20
287.11,16842FL0070120,12043,Rating Area 21
272.03,16842FL0070120,12045,Rating Area 22
263.41,16842FL0070120,12047,Rating Area 23
310.19,16842FL0070120,12049,Rating Area 24
290.49,16842FL0070120,12051,Rating Area 25
284.96,16842FL0070120,12053,Rating Area 26
301.26,16842FL0070120,12055,Rating Area 27
298.19,16842FL0070120,12057,Rating Area 28
256.95,16842FL0070120,12059,Rating Area 29
280.95,16842FL0070120,12061,Rating Area 30
258.8,16842FL0070120,12063,Rating Area 31
305.57,16842FL0070120,12065,Rating Area 32
285.88,16842FL0070120,12067,Rating Area 33
284.96,16842FL0070120,12069,Rating Area 34
315.42,16842FL0070120,12071,Rating Area 35
276.34,16842FL0070120,12073,Rating Area 36
266.8,16842FL0070120,12075,Rating Area 37
292.96,16842FL0070120,12077,Rating Area 38
272.95,16842FL0070120,12079,Rating Area 39
281.26,16842FL0070120,12081,Rating Area 40
268.95,16842FL0070120,12083,Rating Area 41
292.34,16842FL0070120,12085,Rating Area 42
357.27,16842FL0070120,12086,Rating Area 43
390.51,16842FL0070120,12087,Rating Area 44
320.65,16842FL0070120,12089,Rating Area 45
289.57,16842FL0070120,12091,Rating Area 46
312.34,16842FL0070120,12093,Rating Area 47
317.27,16842FL0070120,12095,Rating Area 48
316.96,16842FL0070120,12097,Rating Area 49
326.81,16842FL0070120,12099,Rating Area 50
305.88,16842FL0070120,12101,Rating Area 51
306.19,16842FL0070120,12103,Rating Area 52
349.27,16842FL0070120,12105,Rating Area 53
304.65,16842FL0070120,12107,Rating Area 54
327.42,16842FL0070120,12109,Rating Area 58
286.19,16842FL0070120,12111,Rating Area 59
293.26,16842FL0070120,12113,Rating Area 55
272.65,16842FL0070120,12115,Rating Area 56
328.34,16842FL0070120,12117,Rating Area 57
269.88,16842FL0070120,12119,Rating Area 60
277.57,16842FL0070120,12121,Rating Area 61
271.72,16842FL0070120,12123,Rating Area 62
274.18,16842FL0070120,12125,Rating Area 63
283.11,16842FL0070120,12127,Rating Area 64
301.88,16842FL0070120,12129,Rating Area 65
289.88,16842FL0070120,12131,Rating Area 66
273.26,16842FL0070120,12133,Rating Area 67
245.76,16842FL0070114,12001,Rating Area 1
278.35,16842FL0070114,12003,Rating Area 2
272.97,16842FL0070114,12005,Rating Area 3
223.65,16842FL0070114,12007,Rating Area 4
277.79,16842FL0070114,12009,Rating Area 5
319.46,16842FL0070114,12011,Rating Area 6
249.73,16842FL0070114,12013,Rating Area 7
251.99,16842FL0070114,12015,Rating Area 8
223.36,16842FL0070114,12017,Rating Area 9
279.49,16842FL0070114,12019,Rating Area 10
257.95,16842FL0070114,12021,Rating Area 11
259.08,16842FL0070114,12023,Rating Area 12
252.56,16842FL0070114,12029,Rating Area 14
