BeginPrimaryCareCostSharingAfterNumberOfVisits,IsHSAEligible,IsNewPlan,IsReferralRequiredForSpecialist,NationalNetwork,OutOfServiceAreaCoverage,PlanType,StandardComponentId,StateCode
0,No,Existing,No,No,Yes,POS,91058WI0050002,WI
0,No,Existing,No,No,Yes,POS,91058WI0050002,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070004,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070006,WI
0,No,Existing,No,No,Yes,POS,91058WI0050002,WI
0,No,Existing,No,No,Yes,POS,91058WI0050002,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070006,WI
0,No,Existing,No,No,Yes,POS,91058WI0050004,WI
0,No,Existing,No,No,Yes,POS,91058WI0050004,WI
0,No,Existing,No,No,Yes,POS,91058WI0050004,WI
0,No,Existing,No,No,Yes,POS,91058WI0050005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050006,WI
0,No,Existing,No,No,Yes,POS,91058WI0050006,WI
0,No,Existing,No,No,Yes,POS,91058WI0050006,WI
0,No,Existing,No,No,Yes,POS,91058WI0050006,WI
0,No,Existing,No,No,Yes,POS,91058WI0050006,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060001,WI
0,Yes,Existing,No,No,Yes,HMO,91058WI0080001,WI
0,Yes,Existing,No,No,Yes,HMO,91058WI0080001,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060001,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060001,WI
0,Yes,Existing,No,No,Yes,HMO,91058WI0080002,WI
0,Yes,Existing,No,No,Yes,HMO,91058WI0080002,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060001,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060001,WI
0,Yes,Existing,No,No,Yes,HMO,91058WI0080003,WI
0,Yes,Existing,No,No,Yes,HMO,91058WI0080003,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060001,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060001,WI
0,Yes,Existing,No,No,Yes,HMO,91058WI0080004,WI
0,Yes,Existing,No,No,Yes,HMO,91058WI0080004,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060002,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060002,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060002,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060002,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060002,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060003,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060003,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060004,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060004,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060004,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060004,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060005,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060005,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060005,WI
0,Yes,Existing,No,No,Yes,POS,91058WI0060005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050007,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070003,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070003,WI
0,No,Existing,No,No,Yes,POS,91058WI0050007,WI
0,No,Existing,No,No,Yes,POS,91058WI0050007,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070005,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070005,WI
0,No,Existing,No,No,Yes,POS,91058WI0050007,WI
0,No,New,Yes,No,No,HMO,94529WI0210017,WI
0,No,New,Yes,No,No,HMO,94529WI0210017,WI
0,No,New,Yes,No,No,HMO,94529WI0210033,WI
0,No,New,Yes,No,No,HMO,94529WI0210033,WI
0,No,New,Yes,No,No,HMO,94529WI0210031,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210021,WI
0,No,Existing,No,No,Yes,POS,91058WI0050007,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070008,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070008,WI
0,No,Existing,No,No,Yes,POS,91058WI0050007,WI
0,No,New,Yes,No,No,HMO,94529WI0210036,WI
0,No,New,Yes,No,No,HMO,94529WI0210018,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210021,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210032,WI
0,No,New,Yes,No,No,HMO,94529WI0210023,WI
0,No,New,Yes,No,No,HMO,94529WI0210023,WI
0,Yes,New,Yes,Yes,Yes,PPO,94529WI0110010,WI
0,Yes,New,Yes,Yes,Yes,PPO,94529WI0110012,WI
0,,New,,Yes,Yes,PPO,47731WY0010007,WY
0,,Existing,,Yes,Yes,PPO,47731WY0020003,WY
0,,Existing,,Yes,Yes,PPO,47731WY0020004,WY
0,No,Existing,No,No,Yes,POS,91058WI0050007,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070009,WI
0,No,Existing,No,No,Yes,POS,91058WI0050008,WI
0,No,Existing,No,No,Yes,POS,91058WI0050008,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070009,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070010,WI
0,No,Existing,No,No,Yes,POS,91058WI0050008,WI
0,No,Existing,No,No,Yes,POS,91058WI0050008,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070010,WI
0,No,Existing,No,No,Yes,POS,91058WI0050009,WI
0,No,Existing,No,No,Yes,POS,91058WI0050009,WI
0,No,Existing,No,No,Yes,POS,91058WI0050009,WI
0,No,Existing,No,No,Yes,POS,91058WI0050009,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070007,WI
0,No,Existing,No,No,Yes,POS,91058WI0050010,WI
0,No,Existing,No,No,Yes,POS,91058WI0050010,WI
0,No,Existing,No,No,Yes,HMO,91058WI0070007,WI
0,No,Existing,No,No,Yes,POS,91058WI0050010,WI
0,No,Existing,No,No,Yes,POS,91058WI0050010,WI
0,No,Existing,No,No,Yes,POS,91058WI0050014,WI
0,No,Existing,No,No,Yes,POS,91058WI0050014,WI
0,,Existing,,Yes,Yes,PPO,91604WI0490001,WI
0,,Existing,,Yes,Yes,PPO,91604WI0490001,WI
0,No,New,Yes,No,No,HMO,94529WI0220016,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220023,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220023,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220030,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220030,WI
0,No,New,Yes,No,No,HMO,94529WI0220016,WI
0,No,New,Yes,No,No,HMO,94529WI0220018,WI
0,No,New,Yes,No,No,HMO,94529WI0210017,WI
0,No,New,Yes,No,No,HMO,94529WI0210017,WI
0,No,New,Yes,No,No,HMO,94529WI0220018,WI
0,No,New,Yes,No,No,HMO,94529WI0220021,WI
0,No,New,Yes,No,No,HMO,94529WI0210019,WI
0,No,New,Yes,No,No,HMO,94529WI0210019,WI
0,No,New,Yes,No,No,HMO,94529WI0220021,WI
0,No,New,Yes,No,No,HMO,94529WI0220026,WI
0,No,New,Yes,No,No,HMO,94529WI0210019,WI
0,No,New,Yes,No,No,HMO,94529WI0210019,WI
0,No,New,Yes,No,No,HMO,94529WI0220026,WI
0,No,New,Yes,No,No,HMO,94529WI0220028,WI
0,No,New,Yes,No,No,HMO,94529WI0210022,WI
0,No,New,Yes,No,No,HMO,94529WI0210022,WI
0,No,New,Yes,No,No,HMO,94529WI0220028,WI
0,No,New,Yes,No,No,HMO,94529WI0220031,WI
0,No,New,Yes,No,No,HMO,94529WI0210022,WI
0,No,New,Yes,No,No,HMO,94529WI0210022,WI
0,No,New,Yes,No,No,HMO,94529WI0220031,WI
0,No,New,Yes,No,No,HMO,94529WI0210022,WI
0,No,New,Yes,No,No,HMO,94529WI0210022,WI
0,No,New,Yes,No,No,HMO,94529WI0210022,WI
0,No,New,Yes,No,No,HMO,94529WI0210025,WI
0,No,New,Yes,No,No,HMO,94529WI0210025,WI
0,No,New,Yes,No,No,HMO,94529WI0210025,WI
0,No,New,Yes,No,No,HMO,94529WI0210025,WI
0,No,New,Yes,No,No,HMO,94529WI0220022,WI
0,No,New,Yes,No,No,HMO,94529WI0220022,WI
0,No,New,Yes,No,No,HMO,94529WI0210034,WI
0,No,New,Yes,No,No,HMO,94529WI0210034,WI
0,Yes,New,Yes,Yes,Yes,PPO,94529WI0110012,WI
0,Yes,New,Yes,Yes,Yes,PPO,94529WI0110014,WI
0,No,New,No,Yes,Yes,PPO,11269WY0070020,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070005,WY
0,Yes,New,Yes,No,No,HMO,94529WI0220033,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220033,WI
0,No,New,Yes,No,No,HMO,94529WI0210034,WI
0,No,New,Yes,No,No,HMO,94529WI0210034,WI
0,Yes,New,Yes,Yes,Yes,PPO,94529WI0110014,WI
0,,New,,Yes,Yes,PPO,96723WI0020001,WI
0,,New,,Yes,Yes,PPO,96723WI0010001,WI
0,,New,,Yes,Yes,PPO,96723WI0010002,WI
0,,New,,Yes,Yes,PPO,96723WI0020002,WI
0,,New,,Yes,Yes,PPO,96723WI0020003,WI
0,,New,,Yes,Yes,PPO,96723WI0010003,WI
0,No,Existing,No,Yes,Yes,PPO,11269WY0080001,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070001,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070018,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0190004,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070021,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070021,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170004,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170004,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170005,WY
0,No,New,Yes,No,No,HMO,94529WI0210028,WI
0,No,New,Yes,No,No,HMO,94529WI0210028,WI
0,No,New,Yes,No,No,HMO,94529WI0210028,WI
0,No,New,Yes,No,No,HMO,94529WI0210028,WI
0,No,New,Yes,No,No,HMO,94529WI0210030,WI
0,No,New,Yes,No,No,HMO,94529WI0210030,WI
0,No,New,Yes,No,No,HMO,94529WI0210030,WI
0,No,New,Yes,No,No,HMO,94529WI0210030,WI
0,No,New,Yes,No,No,HMO,94529WI0210033,WI
0,No,New,Yes,No,No,HMO,94529WI0210033,WI
0,No,New,Yes,No,No,HMO,94529WI0210033,WI
0,No,New,Yes,No,No,HMO,94529WI0210033,WI
0,No,New,Yes,No,No,HMO,94529WI0210033,WI
0,No,New,Yes,No,No,HMO,94529WI0210036,WI
0,No,New,Yes,No,No,HMO,94529WI0210036,WI
0,No,New,Yes,No,No,HMO,94529WI0210036,WI
0,No,New,Yes,No,No,HMO,94529WI0220017,WI
0,No,New,Yes,No,No,HMO,94529WI0220017,WI
0,No,New,Yes,No,No,HMO,94529WI0210018,WI
0,No,New,Yes,No,No,HMO,94529WI0210018,WI
0,No,New,Yes,No,No,HMO,94529WI0220019,WI
0,No,New,Yes,No,No,HMO,94529WI0220019,WI
0,No,New,Yes,No,No,HMO,94529WI0210018,WI
0,No,New,Yes,No,No,HMO,94529WI0210020,WI
0,No,New,Yes,No,No,HMO,94529WI0220027,WI
0,No,New,Yes,No,No,HMO,94529WI0220027,WI
0,No,New,Yes,No,No,HMO,94529WI0210020,WI
0,No,New,Yes,No,No,HMO,94529WI0210020,WI
0,No,New,Yes,No,No,HMO,94529WI0220029,WI
0,No,New,Yes,No,No,HMO,94529WI0220029,WI
0,No,New,Yes,No,No,HMO,94529WI0210020,WI
0,No,New,Yes,No,No,HMO,94529WI0210029,WI
0,No,New,Yes,No,No,HMO,94529WI0210029,WI
0,No,New,Yes,No,No,HMO,94529WI0210029,WI
0,No,New,Yes,No,No,HMO,94529WI0210029,WI
0,No,New,Yes,No,No,HMO,94529WI0210031,WI
0,No,New,Yes,No,No,HMO,94529WI0210031,WI
0,No,New,Yes,No,No,HMO,94529WI0210031,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220020,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220020,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210021,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210021,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210032,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210032,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210032,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210024,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210024,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210024,WI
0,No,New,Yes,No,No,HMO,94529WI0220032,WI
0,No,New,Yes,No,No,HMO,94529WI0220032,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210024,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210024,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210024,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210024,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210035,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210035,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210035,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210035,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210035,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210035,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210035,WI
0,No,New,Yes,No,No,HMO,94529WI0210023,WI
0,No,New,Yes,No,No,HMO,94529WI0220024,WI
0,No,New,Yes,No,No,HMO,94529WI0220024,WI
0,No,New,Yes,No,No,HMO,94529WI0210023,WI
0,No,New,Yes,No,No,HMO,94529WI0210023,WI
0,No,Existing,No,Yes,Yes,PPO,11269WY0070005,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0190004,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070018,WY
0,,New,,Yes,Yes,PPO,47731WY0010007,WY
0,,New,,Yes,Yes,PPO,47731WY0010008,WY
0,,New,,Yes,Yes,PPO,47731WY0010008,WY
0,,Existing,,Yes,Yes,PPO,47731WY0020004,WY
0,,New,,Yes,Yes,PPO,47731WY0010010,WY
0,,New,,Yes,Yes,PPO,47731WY0010010,WY
0,,New,,Yes,Yes,PPO,47731WY0010009,WY
0,,Existing,,Yes,Yes,PPO,47731WY0020005,WY
0,,Existing,,Yes,Yes,PPO,47731WY0020005,WY
0,,New,,Yes,Yes,PPO,47731WY0010009,WY
0,,New,,Yes,Yes,PPO,47731WY0010011,WY
0,,Existing,,Yes,Yes,PPO,47731WY0020006,WY
0,,Existing,,Yes,Yes,PPO,47731WY0020006,WY
0,No,New,Yes,No,No,HMO,94529WI0220034,WI
0,No,New,No,Yes,Yes,PPO,11269WY0170008,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170008,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170008,WY
0,No,Existing,No,No,Yes,HMO,53189WY0070006,WY
0,No,Existing,No,No,Yes,HMO,53189WY0070006,WY
0,,New,,Yes,Yes,PPO,44450WY0020009,WY
0,,New,,Yes,Yes,PPO,46998WY0010001,WY
0,,New,,Yes,Yes,PPO,46998WY0020001,WY
0,,New,,Yes,Yes,PPO,46998WY0020002,WY
0,,New,,Yes,Yes,PPO,46998WY0010002,WY
0,,New,,Yes,Yes,PPO,46998WY0010003,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170008,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170008,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170008,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170015,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170015,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170009,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170009,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170009,WY
0,No,New,Yes,No,No,HMO,94529WI0220034,WI
0,No,New,Yes,No,No,HMO,94529WI0210023,WI
0,No,New,Yes,No,No,HMO,94529WI0210023,WI
0,No,New,Yes,No,No,HMO,94529WI0210034,WI
0,No,New,Yes,No,No,HMO,94529WI0210034,WI
0,No,New,Yes,No,No,HMO,94529WI0210034,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210026,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220025,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220025,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210026,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210026,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220035,WI
0,Yes,New,Yes,No,No,HMO,94529WI0220035,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210026,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210037,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210037,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210037,WI
0,Yes,New,Yes,No,No,HMO,94529WI0210037,WI
3,No,New,Yes,No,No,HMO,94529WI0210027,WI
0,No,New,Yes,Yes,Yes,PPO,94529WI0110008,WI
0,No,New,Yes,Yes,Yes,PPO,94529WI0110008,WI
3,No,New,Yes,No,No,HMO,94529WI0210027,WI
3,No,New,Yes,No,No,HMO,94529WI0210038,WI
0,No,New,Yes,Yes,Yes,PPO,94529WI0110009,WI
0,No,New,Yes,Yes,Yes,PPO,94529WI0110009,WI
3,No,New,Yes,No,No,HMO,94529WI0210038,WI
0,No,New,Yes,Yes,Yes,PPO,94529WI0110011,WI
0,No,New,Yes,Yes,Yes,PPO,94529WI0110011,WI
0,No,New,Yes,Yes,Yes,PPO,94529WI0110013,WI
0,No,New,Yes,Yes,Yes,PPO,94529WI0110013,WI
0,Yes,New,Yes,Yes,Yes,PPO,94529WI0110010,WI
0,No,Existing,No,Yes,Yes,PPO,11269WY0070001,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0080001,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0080002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070001,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070001,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0080002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0080003,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0080003,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070002,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070003,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070003,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070003,WY
0,No,Existing,No,Yes,Yes,PPO,11269WY0070003,WY
0,Yes,Existing,No,Yes,Yes,PPO,11269WY0070004,WY
0,Yes,Existing,No,Yes,Yes,PPO,11269WY0080004,WY
0,Yes,Existing,No,Yes,Yes,PPO,11269WY0080004,WY
0,Yes,Existing,No,Yes,Yes,PPO,11269WY0070004,WY
0,Yes,Existing,No,Yes,Yes,PPO,11269WY0070004,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0080013,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0080013,WY
0,Yes,Existing,No,Yes,Yes,PPO,11269WY0070004,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070012,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0080014,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0080014,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070012,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070012,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0080015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0080015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070012,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0070015,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070020,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070020,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070020,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080010,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080010,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080017,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080017,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080011,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070011,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070011,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080011,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070011,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070011,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070014,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070014,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070014,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070014,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070014,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070014,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070014,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070013,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080012,WY
0,No,New,No,Yes,Yes,PPO,11269WY0080012,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070013,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070013,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070013,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070016,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070021,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190001,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190001,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070021,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070021,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070021,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070021,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070018,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0190002,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0190002,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070018,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070018,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0190003,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0190003,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070018,WY
0,,New,,Yes,Yes,PPO,47731WY0010011,WY
0,,New,,Yes,Yes,PPO,47731WY0010012,WY
0,,New,,Yes,Yes,PPO,47731WY0010012,WY
0,,New,,Yes,Yes,PPO,48887WY0010001,WY
0,,New,,Yes,Yes,PPO,48887WY0010003,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070018,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170007,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170007,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170007,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170008,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170015,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0190005,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0190005,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190006,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070019,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070019,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190006,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190007,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070019,WY
0,No,New,No,Yes,Yes,PPO,11269WY0070019,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190007,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190008,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170001,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170001,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190008,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170001,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170001,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170002,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170002,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170002,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170002,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170002,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170002,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170002,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170003,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190009,WY
0,No,New,No,Yes,Yes,PPO,11269WY0190009,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170003,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170003,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170003,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170004,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170004,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170004,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170004,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170004,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170005,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170005,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170005,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170006,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170006,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170006,WY
0,Yes,New,No,Yes,Yes,PPO,11269WY0170006,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170007,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170015,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170015,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170015,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170015,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170009,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170009,WY
0,No,New,No,Yes,Yes,PPO,11269WY0170009,WY
